State,District,Latitude,Longitude,District code,Population,Households_with_Internet,Rural_Households,Total_Power_Parity,Urban_Households,Female_Workers,Male_Workers,Total_Education,Literate_Education,Illiterate_Education,Below_Primary_Education,Primary_Education,Middle_Education,Secondary_Education,Higher_Education,Graduate_Education,Other_Education,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others_Religions,Religion_Not_Stated,Age_Group_0_29,Age_Group_30_49,Age_Group_50,Age not stated,Rural_Households,Urban_Households,sex_ratio,literacy_rate
Manipur,Chandel,24.2635812987013,94.09443844155844,280,144182,184,30377,250,3783,33623,42615,153854,115663,38191,17382,28163,30589,18971,12213,8105,240,10810,3086,129049,136,400,59,354,288,86255,39324,18329,274,30377,3783,93.0,63.0
Manipur,Churachandpur,24.30309718875504,93.38671506024085,274,274143,837,52972,327,4853,52061,70594,300686,243125,57561,32860,67907,65475,38567,23284,14523,509,12034,2886,254979,152,495,87,2333,1177,168608,67802,37096,637,52972,4853,97.0,71.0
Manipur,Senapati,25.08465586034914,94.03366234413956,272,479148,256,38008,823,1826,109479,124143,538897,347896,191001,46757,81735,91395,62033,40438,24940,598,43833,1649,426819,140,2409,53,1243,3002,314439,111516,52008,1185,38008,1826,94.0,55.0
Manipur,Tamenglong,24.98312942238265,93.49450740072204,273,140651,125,23982,90,4119,33438,37237,148611,103294,45317,11155,28461,26794,17867,11645,7102,270,2995,589,134760,59,425,57,1144,622,90273,33290,16924,164,23982,4119,94.0,60.0
Manipur,Thoubal,24.545392553191498,93.97959893617023,276,422168,880,65961,539,38302,85942,109377,433620,315532,118088,32396,69738,87932,55803,37899,28550,3214,267146,107323,4322,106,114,24,42347,786,251975,107196,62060,937,65961,38302,100.0,64.0
Manipur,Ukhrul,25.05900314960629,94.44129566929138,279,183998,276,36084,79,5806,41396,46533,201062,158906,42156,20670,29382,38350,31734,22729,15636,405,7553,1115,174112,108,635,70,32,373,113715,43646,25165,1472,36084,5806,94.0,71.0
Meghalaya,East Garo Hills,25.82728228228228,90.64684924924916,294,317917,288,62698,450,11518,53811,72262,319383,218602,100781,51578,70679,52762,31328,9473,2484,298,17272,3359,289708,56,1004,38,5617,863,216742,70424,29926,825,62698,11518,97.0,60.0
Meghalaya,East Khasi Hills,25.303763888888884,91.75922519841272,298,825922,5032,106248,1456,108843,122483,204303,802612,634037,168575,118135,163729,127722,94579,58836,61639,9397,144935,14185,543394,2495,3111,303,115597,1902,545961,192428,86576,957,106248,108843,101.0,70.0
Meghalaya,Jaintia Hills,25.33959557069844,92.37608160136298,299,395124,510,76546,528,7171,65341,88839,380401,215217,165184,67749,61526,34677,26748,13544,8039,2934,12456,1646,271596,34,284,45,107559,1504,291097,72934,30362,731,76546,7171,101.0,47.0
Meghalaya,South Garo Hills,25.240568578553614,90.64560349127176,295,142334,179,35930,139,3713,20243,32826,140695,95846,44849,25906,28921,21506,13858,3998,826,831,7036,1050,132984,27,332,10,362,533,97082,30605,14495,152,35930,3713,95.0,58.0
Meghalaya,West Garo Hills,25.495285185185185,90.03709947089942,293,643291,1630,139351,791,18594,103779,151914,629522,420622,208900,85733,129178,90963,70941,29404,10856,3547,122936,106788,389956,209,3392,144,16950,2916,427629,143604,70599,1459,139351,18594,98.0,56.0
Meghalaya,West Khasi Hills,25.500889926739926,91.25364542124538,296,383461,149,74832,479,12299,73651,89694,384519,251275,133244,80318,78208,45046,28417,12295,6450,541,6498,1533,366881,58,1313,38,5878,1262,278569,69988,33431,1473,74832,12299,98.0,60.0
Mizoram,Aizawl,23.90781335453101,92.85359459459472,283,400309,4019,20570,963,80341,69993,104643,385718,347470,38248,29332,68214,100103,78752,37701,31310,2058,13249,5264,379134,105,1570,76,505,406,235892,108094,56092,231,20570,80341,101.0,85.0
Mizoram,Champhai,23.54166580976866,93.24221799485862,284,125745,186,18395,187,12717,26213,34129,117133,101684,15449,14491,31359,30454,16259,4956,4087,78,1075,699,123446,9,151,45,194,126,78778,29690,17189,88,18395,12717,98.0,80.0
Mizoram,Kolasib,24.2020004347826,92.73470391304348,282,83955,367,9669,142,12507,13939,22733,79943,65726,14217,11367,18046,20399,9849,3473,2530,62,4000,4426,75210,16,108,2,46,147,52147,20576,11167,65,9669,12507,96.0,78.0
Mizoram,Lawngtlai,22.36102843137253,92.66964156862753,287,117894,162,21993,242,5273,17049,28517,129448,74574,54874,19890,21114,16629,10538,3763,2515,125,1668,522,63892,52,51549,122,2,87,80723,25303,11831,37,21993,5273,95.0,53.0
Mizoram,Lunglei,23.007717036172675,92.63512555425892,286,161428,482,21479,274,17315,32062,46230,156765,124314,32451,22181,33313,34774,19918,8503,5509,116,5231,1290,127124,74,27543,93,5,68,100250,39690,21424,64,21479,17315,95.0,75.0
Mizoram,Mamit,23.73852942502819,92.4330803833147,281,86364,90,16726,94,4129,15323,24016,84808,64717,20091,9328,19711,19949,10756,3180,1771,22,2989,1782,69104,13,12328,25,19,104,55914,20082,10318,50,16726,4129,93.0,70.0
Mizoram,Saiha,22.35744801061008,93.02827931034489,288,56574,168,7043,88,5784,7250,12211,56660,47873,8787,8422,14151,12130,7269,3628,2204,69,933,514,54977,11,102,4,2,31,37127,12784,6636,27,7043,5784,98.0,75.0
Mizoram,Serchhip,23.263864705882344,92.914158496732,285,64937,131,7472,118,8018,14136,18261,60096,54133,5963,8771,14985,16237,9062,2915,2128,35,991,335,63444,6,60,9,35,57,39568,15894,9404,71,7472,8018,98.0,84.0
Nagaland,Dimapur,25.814176811594223,93.75074057971014,265,378811,3303,49116,866,62853,51705,99645,336882,277956,58926,34539,61815,80076,44343,26712,27532,2939,108900,31212,234239,566,1270,2148,157,319,243392,98601,36618,200,49116,62853,92.0,73.0
Nagaland,Kohima,25.60311428571428,93.78600657596373,270,267988,1928,31845,677,44255,46685,68140,247520,201718,45802,21654,46756,57726,30518,19855,23439,1770,25496,4384,234955,998,1519,80,335,221,173701,68485,25557,245,31845,44255,93.0,74.0
Nagaland,Mokokchung,26.478911764705888,94.522426006192,262,194622,537,37536,346,17742,42983,57084,192003,169448,22555,20259,43483,54035,27425,13077,10299,870,9840,2057,181847,78,442,66,6,286,111243,52853,30363,163,37536,17742,93.0,82.0
Nagaland,Mon,26.69207374301676,95.03072988826828,261,250260,178,43607,381,7415,68229,79425,257587,127058,130529,37431,46055,30500,7628,3565,1772,107,8102,3444,236494,84,1256,314,1,565,168773,53600,27437,450,43607,7415,90.0,48.0
Nagaland,Phek,25.63272986577182,94.56814563758392,266,163418,170,38903,219,7295,38721,41556,156566,112110,44456,22494,32722,30434,12785,7268,5926,481,3563,950,158224,31,350,17,198,85,108514,37842,16969,93,38903,7295,95.0,65.0
Nagaland,Tuensang,26.21104453280316,94.85809880715708,267,196596,155,40690,228,9451,45223,52931,194363,127913,66450,29602,40900,33514,15013,6008,2760,116,2979,1052,191864,27,572,5,1,96,134573,43210,18762,51,40690,9451,93.0,60.0
Nagaland,Wokha,26.202611551155112,94.1990815181518,264,166343,198,38499,359,8170,36316,42096,156964,131916,25048,15865,37024,41627,18746,10223,8030,401,5605,2043,158236,34,318,8,20,79,106951,40510,18811,71,38499,8170,97.0,77.0
Nagaland,Zunheboto,26.028178205128206,94.50026666666668,263,140757,261,31267,275,6044,38288,41178,141283,115295,25988,16523,30889,35113,17282,8821,5560,1107,2580,772,136995,39,286,6,2,77,91709,32267,16730,51,31267,6044,98.0,73.0
Orissa,Baleshwar,21.48570932311624,87.08085828011933,377,2320529,7370,601154,2664,82440,248687,684020,2371032,1742405,628627,342192,470502,416510,267354,112392,105962,27493,2197709,94254,6434,237,111,201,18345,3238,1303828,622575,390611,3515,601154,82440,96.0,70.0
Orissa,Bhadrak,20.95262735257214,86.81496204516931,378,1506337,2637,373862,1711,54244,59040,409559,1556045,1232900,323145,210736,391081,297270,177013,71815,67536,17449,1398543,104202,745,169,81,111,61,2425,848660,393629,260486,3562,373862,54244,98.0,73.0
Orissa,Cuttack,20.407640646029623,85.7776810228802,381,2624470,15046,579529,3852,210768,174489,761876,2534804,2062622,472182,289414,545514,513039,328319,159456,181601,45279,2457729,141263,11985,1026,6276,1180,168,4843,1372301,743090,499895,9184,579529,210768,94.0,77.0
Orissa,Dhenkanal,20.79887159353349,85.53226836027711,383,1192811,1810,315390,1334,36979,94981,340552,1201884,859997,341887,188872,238599,193395,132002,53162,43064,10903,1185542,4805,727,124,366,39,139,1069,641697,326233,222398,2483,315390,36979,95.0,70.0
Orissa,Gajapati,19.121080882352945,84.14015091911759,389,577817,635,152095,617,23050,138026,155907,603931,268110,335821,68405,76419,54787,36977,17084,12556,1882,353160,1556,219482,53,2180,66,4,1316,345387,144043,85072,3315,152095,23050,104.0,45.0
Orissa,Ganjam,19.2632617564534,84.80297710437702,388,3529031,9049,795476,4377,219918,511745,990027,3396108,2340777,1055331,518072,767140,508511,297490,121151,97147,31266,3486059,13315,23975,590,174,170,76,4672,1980232,924756,613249,10794,795476,219918,98.0,63.0
Orissa,Jharsuguda,21.827058566978184,83.93581682242987,371,579505,2498,103224,870,73962,75689,172018,551572,408064,143508,69122,101541,103622,70928,32909,22010,7932,553587,12783,10462,1441,80,70,67,1015,320156,159477,98555,1317,103224,73962,95.0,70.0
Orissa,Kalahandi,19.784253092783523,83.1124043814433,395,1576869,1953,456336,1562,38412,304640,447290,1545819,780451,765368,213426,225468,172905,94044,40383,27385,6840,1555367,4975,11160,796,175,1225,220,2951,880160,415778,275533,5398,456336,38412,100.0,51.0
Orissa,Kandhamal,20.092878624813142,84.02216352765326,390,733110,768,218446,739,24489,161834,193515,738562,450614,287948,108606,145604,108773,48856,21351,14962,2462,580300,2138,148895,82,290,47,23,1335,436625,177471,117777,1237,218446,24489,104.0,55.0
Orissa,Kendrapara,20.606319815982264,86.83763247572003,379,1440361,1628,414749,1540,23494,80508,386382,1537699,1242976,294723,218444,357621,298557,203472,76449,75926,12507,1386792,50247,1423,169,62,52,24,1592,771284,374559,290894,3624,414749,23494,101.0,76.0
Orissa,Khordha,20.054162322274863,85.52234834123229,386,2251673,35701,331834,4186,356895,146313,645880,2317157,1945913,371244,276378,445785,436534,295099,177974,247498,66645,2147632,84060,12527,1264,475,476,434,4805,1199521,653346,391701,7105,331834,356895,93.0,78.0
Orissa,Koraput,18.82627794779476,82.81278469846964,398,1379647,3988,381789,1519,78339,309353,384053,1318519,547812,770707,158847,158653,98266,60589,32257,29000,10200,1294151,8850,68550,518,219,491,3384,3484,818578,348803,207206,5060,381789,78339,103.0,41.0
Orissa,Malkangiri,18.25227930367506,81.98293636363628,399,613192,448,167884,564,15839,140171,170495,595219,204863,390356,60913,64683,44962,19031,8487,5585,1202,600219,1871,10039,213,43,195,35,577,381913,146355,83284,1640,167884,15839,102.0,40.0
Orissa,Mayurbhanj,21.897621545157754,86.4030408052231,376,2519738,2950,689110,2747,64479,525752,697782,2550829,1455985,1094844,283489,390037,385216,214921,92060,72847,17415,2113079,33706,15008,661,162,109,351714,5299,1449729,650135,414076,5798,689110,64479,101.0,54.0
Orissa,Nayagarh,20.192895622119817,85.05614700460825,385,962789,1163,261646,984,26688,59042,284591,977617,745059,232558,174904,227102,177180,90089,36951,33148,5685,955754,5278,383,107,33,24,12,1198,502136,262086,196994,1573,261646,26688,92.0,71.0
Orissa,Nuapada,20.471309512195116,82.59152536585364,394,610382,757,197258,205,11869,137283,168155,654566,338480,316086,64389,114394,73787,51886,19577,10131,4316,601092,4952,1778,724,76,905,22,833,344075,152681,112325,1301,197258,11869,102.0,49.0
Orissa,Puri,19.83509174603177,85.86698989898981,387,1698730,3416,402014,2027,72210,123215,498461,1704984,1395194,309790,251520,413605,364098,179086,84374,87000,15511,1644905,46094,4239,193,243,94,302,2660,888134,477430,328666,4500,402014,72210,96.0,76.0
Orissa,Rayagada,19.292840020060204,83.45860120361095,396,967911,1553,237343,1074,49205,209090,258032,930120,346980,583140,84956,97387,73210,46001,21439,17681,6306,874445,4607,84916,219,249,123,44,3308,577569,245766,140825,3751,237343,49205,105.0,42.0
Orissa,Sambalpur,21.515752380952385,84.34958483245157,372,1041099,5231,220697,1548,94798,192679,313161,990477,708229,282248,133005,185289,171876,108455,50705,45828,13071,964188,20120,50637,2506,310,86,1117,2135,565700,286575,186726,2098,220697,94798,98.0,68.0
Orissa,Sundargarh,22.06354819277107,84.50524819277099,374,2093437,12787,387911,3130,230151,288540,584687,2049353,1388888,660465,208100,350349,335380,243386,120373,94710,36590,1532352,71391,385011,5713,710,721,89986,7553,1188918,573238,324436,6845,387911,230151,97.0,64.0
Puducherry,Karaikal,10.876161726078813,79.82369793621002,637,200222,1868,35618,4890,33715,15162,53139,187278,154561,32717,18943,32899,33458,29456,15930,18998,4877,152638,28835,18391,46,63,54,14,181,102333,60089,37434,366,35618,33715,105.0,77.0
Puducherry,Mahe,12.006420793787758,75.28275021570326,636,41816,574,0,10027,12110,2709,9093,39851,36858,2993,2948,6043,7930,8773,5711,4475,978,27940,12856,958,3,21,14,3,21,19760,12543,9428,85,0,12110,118.0,87.0
Puducherry,Yanam,16.707695652173904,82.26187304347832,634,55626,207,0,10027,15519,2713,14047,55783,40860,14923,3804,10954,8806,8044,4101,3836,1315,53537,1191,873,3,1,4,4,13,31973,15235,8402,16,0,15519,104.0,71.0
Punjab,Amritsar,31.548679820627772,74.79883856502238,49,2490656,29961,275477,6979,385476,182661,735195,2025810,1485800,540010,197944,313874,283819,328229,203656,142399,15879,690939,12502,54344,1716935,876,3152,1044,10864,1384987,667193,436496,1980,275477,385476,89.0,68.0
Punjab,Bathinda,30.190524611973352,75.05685898004438,46,1388525,11284,218159,3365,137563,116998,432988,1231909,793380,438529,117795,182796,145626,163928,96329,70240,16666,380569,16299,2474,984286,246,1266,559,2826,754927,377707,255283,608,218159,137563,87.0,61.0
Punjab,Faridkot,30.591187250996025,74.79751553784862,45,617508,4348,99946,1540,58917,36506,185049,578647,373752,204895,53734,89433,71178,75419,48360,29838,5790,141363,3125,1227,469789,155,1109,103,637,336540,164962,113721,2285,99946,58917,89.0,62.0
Punjab,Fatehgarh Sahib,30.64290947368421,76.36208394736842,40,600163,5138,117559,1640,57337,32006,182777,574624,432310,142314,51897,102257,83931,95073,59555,34990,4607,152851,16808,1698,427521,48,178,251,808,321018,166781,111028,1336,117559,57337,87.0,71.0
Punjab,Firozpur,30.63407535211269,74.40245732394365,43,2029074,10042,348522,4283,153868,160289,596406,1922797,1207928,714869,196971,306838,226433,221806,147698,82448,25734,906408,6844,19358,1090815,454,1143,278,3774,1171770,525459,331259,586,348522,153868,89.0,60.0
Punjab,Gurdaspur,32.04283371212125,75.3204064393939,35,2298323,14428,420860,5982,185488,119486,637652,2006999,1528979,478020,180897,315156,290618,372317,243539,104345,22107,1074332,27667,176587,1002874,405,580,812,15066,1261421,611353,423301,2248,420860,185488,90.0,71.0
Punjab,Hoshiarpur,31.55157169811319,75.8469857442349,38,1586625,13747,422673,4305,128592,87316,412506,1522189,1227466,294723,143871,256127,238975,301435,176013,93618,17427,1000743,23089,14968,538208,3476,2034,531,3576,831741,422782,330671,1431,422673,128592,96.0,76.0
Punjab,Jalandhar,31.250336907216507,75.54400350515463,37,2193590,39082,330339,6883,377791,134988,639484,1963583,1575774,387809,183441,333736,304652,339758,216646,162965,34576,1394329,30233,26016,718363,11385,4011,805,8448,1159156,616431,416449,1554,330339,377791,92.0,74.0
Punjab,Kapurthala,31.336592638036837,75.47641165644177,36,815168,9732,165433,2472,95770,48603,235562,750490,575495,174995,71698,127031,112774,128828,77442,48221,9501,336124,10190,5445,453692,6662,553,334,2168,433331,222324,157833,1680,165433,95770,91.0,71.0
Punjab,Ludhiana,30.76596397379912,75.83110851528383,41,3498739,58589,395032,10593,641789,231222,1053600,3004079,2372099,631980,277247,488129,443759,527568,318876,272280,44240,1502403,77713,16517,1863408,2007,19620,1254,15817,1901528,980046,614258,2907,395032,641789,87.0,73.0
Punjab,Mansa,29.919547714285724,75.4304922857143,47,769751,2673,145603,1694,50786,97773,230739,745671,434158,311513,75708,106162,84553,85953,48663,27461,5658,156539,10375,917,598443,123,1577,493,1284,420050,200882,146103,2716,145603,50786,88.0,55.0
Punjab,Moga,30.756540067340065,75.1600845117845,42,995746,7897,214295,2774,74144,66793,292379,944336,638000,306336,98764,158812,116716,128693,85642,37417,11956,158414,9388,3277,818921,178,436,365,4767,535408,258826,194768,6744,214295,74144,89.0,63.0
Punjab,Muktsar,30.31243303303303,74.5518747747748,44,901896,4571,149507,2025,74650,62627,272699,885313,544427,340886,90240,137470,101852,104682,62612,36905,10666,254920,4333,1681,638625,240,744,433,920,495167,242628,162297,1804,149507,74650,90.0,58.0
Punjab,Patiala,30.214540380693364,76.27505893949697,48,1895686,24274,299279,5679,218090,110606,549661,1799588,1280816,518772,173890,283837,239609,256826,157435,141947,27272,783306,40043,5683,1059944,245,1914,1410,3141,1042519,517079,335100,988,299279,218090,89.0,67.0
Punjab,Rupnagar,30.910937330754347,76.53743500967126,51,684627,6600,148162,2034,60537,46766,186910,616796,492696,124100,53005,107715,98135,116836,68794,38823,9388,304481,14492,2094,361045,118,653,143,1601,365300,185424,131707,2196,148162,60537,92.0,73.0
Punjab,Sangrur,30.185045204336895,75.89437014178496,53,1655169,10736,292156,3943,156788,83629,485129,1624482,1054379,570103,163251,250833,197901,220210,130155,73636,18393,389410,179116,2406,1077438,268,3222,1038,2271,904316,435148,311621,4084,292156,156788,89.0,61.0
Rajasthan,Ajmer,26.199300378787903,74.6990419191919,119,2583052,13499,409335,4339,274919,367573,686149,2653253,1618919,1034334,379043,394576,313680,200191,130608,172683,28138,2201663,314159,10605,6799,417,45614,184,3611,1561077,629951,388040,3984,409335,274919,95.0,59.0
Rajasthan,Alwar,27.55271738035265,76.65359630562563,104,3674179,9750,782294,5732,212967,714371,994171,3647772,2262867,1384905,492781,492981,468628,324050,230415,222622,31390,3039279,547335,2696,64532,4384,13221,348,2384,2346721,836000,490137,1321,782294,212967,89.0,59.0
Rajasthan,Banswara,23.453642032967014,74.44246868131869,125,1797485,2324,390437,2734,39407,434338,482236,1789708,748794,1040914,240067,190259,137780,75011,50438,47094,8145,1701234,48834,22250,427,138,22613,109,1880,1153029,406214,216554,21688,390437,39407,98.0,46.0
Rajasthan,Baran,24.98023243243244,76.86210651828291,128,1222755,1363,249184,1741,69804,222829,329754,1268597,722755,545842,203489,194024,144190,76209,46847,49939,8057,1133349,79984,1432,3066,84,2795,48,1997,762204,286344,173100,1107,249184,69804,93.0,57.0
Rajasthan,Barmer,25.77070908045978,71.50297126436782,115,2603751,2766,542825,3437,55980,506242,696240,2681654,1179796,1501858,406804,352636,219932,101291,52272,39533,7328,2244882,321192,1157,450,157,34010,34,1869,1731122,527629,326476,18524,542825,55980,90.0,46.0
Rajasthan,Bharatpur,27.32411858037578,77.21752077244258,105,2548462,4179,479437,3699,129697,423956,647198,2629129,1524305,1104824,363676,330336,314953,211938,147520,132571,23311,2143046,371286,1576,23456,899,5758,18,2423,1659515,546362,329127,13458,479437,129697,88.0,58.0
Rajasthan,Bhilwara,25.45119767759564,74.63947595628417,122,2408523,6207,530015,3694,145865,473576,674589,2528365,1347909,1180456,398993,338296,258990,141250,92785,106667,10928,2224839,142427,1978,1468,183,35149,60,2419,1439454,589476,365023,14570,530015,145865,97.0,52.0
Rajasthan,Bikaner,28.12489068322981,73.26943322981371,101,2363937,7607,335754,3411,196179,345636,640572,2357288,1341957,1015331,410155,333211,254335,143669,80296,101714,18577,2073356,235741,1901,20072,285,30850,79,1653,1543867,517271,288165,14634,335754,196179,91.0,54.0
Rajasthan,Bundi,25.48580716049379,75.79984074074079,121,1110906,1392,239836,1723,63452,211285,314806,1139431,585809,553622,153500,159218,121104,63248,41227,41052,6460,1017688,66609,682,11059,144,13455,24,1245,686771,267648,155958,529,239836,63452,92.0,53.0
Rajasthan,Chittaurgarh,24.631623761665463,74.80010997846382,126,1544338,4941,366780,3238,88873,346123,456632,1584244,868699,715545,245603,225700,170455,90889,58129,67155,10768,1413163,97855,1274,1515,252,25843,136,4300,880043,398303,258997,6995,366780,88873,97.0,53.0
Rajasthan,Churu,28.29330375536484,74.65846427038629,102,2039547,2577,344897,3361,148996,361425,541404,2138938,1228712,910226,336671,302022,237220,161520,100677,77282,13320,1777879,249736,958,402,188,7104,127,3153,1293193,458725,272176,15453,344897,148996,94.0,56.0
Rajasthan,Dausa,26.91234817629181,76.57342097264443,109,1634409,1719,361084,2286,59610,286344,398151,1687416,1005436,681980,229035,235474,208537,135234,92559,90833,13764,1582335,45488,439,296,94,3737,115,1905,1047136,358718,210117,18438,361084,59610,91.0,57.0
Rajasthan,Dhaulpur,26.72397054945053,77.74476219780222,106,1206516,1330,214670,1641,58626,184102,339110,1234550,682444,552106,207566,172914,132964,77360,45590,37856,8194,1127520,72258,688,1356,92,2739,21,1842,815651,248416,141365,1084,214670,58626,85.0,57.0
Rajasthan,Dungarpur,23.75104807692308,73.84765641025645,124,1388552,1477,322816,2030,31547,294891,346624,1440403,675840,764563,238847,175059,114245,60656,42887,39312,4834,1340065,28662,830,240,226,16141,853,1535,868458,317700,191917,10477,322816,31547,99.0,49.0
Rajasthan,Ganganagar,29.256785412667963,73.56192303262948,99,1969168,6295,397697,3332,164897,316352,596320,1892068,1181845,710223,237042,314107,238397,163098,105734,104071,19396,1437144,50688,2077,474853,938,1988,164,1316,1167889,502211,283484,15584,397697,164897,89.0,61.0
Rajasthan,Hanumangarh,29.1813351791531,74.74632573289902,100,1774692,3360,389059,2709,108694,322458,512802,1812006,1088552,723454,239601,273441,219194,153628,104087,84185,14416,1433067,118673,1542,216997,241,1935,138,2099,1058044,453114,242361,21173,389059,108694,91.0,58.0
Rajasthan,Jaipur,27.033459290187885,75.77117286012533,110,6626178,76565,754841,12219,977838,749946,1714947,6479703,4433665,2046038,819004,875940,823570,659389,455527,703673,96562,5819980,687452,12708,18782,1020,81079,257,4900,4091148,1646480,884057,4493,754841,977838,91.0,65.0
Rajasthan,Jaisalmer,26.86900838548185,71.18371877346682,114,669919,754,159117,986,30830,106338,182565,664754,267105,397649,109484,71132,41264,20142,12759,10604,1720,497045,168129,874,1723,98,1521,34,495,448969,140294,79977,679,159117,30830,85.0,46.0
Rajasthan,Jalor,25.07578093797277,72.18647261724662,116,1828730,1585,419216,2470,48202,401738,494906,1904104,870570,1033534,270997,277152,181691,75304,32366,25210,7850,1732852,78990,730,231,144,14640,82,1061,1176496,390598,249379,12257,419216,48202,95.0,45.0
Rajasthan,Jhalawar,24.24725541474657,76.11242891705065,129,1411129,1750,298624,1962,63763,283125,402825,1444502,747822,696680,226614,203488,143108,73388,46267,47985,6972,1299751,96164,842,819,46,12488,42,977,850546,346110,213674,799,298624,63763,95.0,52.0
Rajasthan,Jhunjhunun,28.13517401247401,75.52840893970894,103,2137045,4828,500452,3300,150357,353257,541392,2249252,1536668,712584,296093,305626,301866,256621,192240,158936,25286,1905682,228178,1004,275,56,548,85,1217,1298780,494124,330126,14015,500452,150357,95.0,64.0
Rajasthan,Jodhpur,26.678460838536967,73.00450847457628,113,3687165,19335,584215,5708,307442,524638,965103,3628898,2036941,1591957,497762,512035,405132,259304,154789,177199,30720,3224399,411558,6035,4123,514,36697,80,3759,2359786,836322,489280,1777,584215,307442,92.0,55.0
Rajasthan,Karauli,26.51901555555556,76.96081818181815,107,1458248,1059,305047,1987,59308,257668,371058,1509599,840673,668926,220644,193938,170399,104208,69443,67639,14402,1370977,81553,602,297,70,3424,413,912,947173,310688,192042,8345,305047,59308,86.0,55.0
Rajasthan,Kota,25.175718080000014,76.18618928000001,127,1951014,12843,203454,3394,311735,214161,534650,1906012,1317870,588142,286676,294591,250092,172538,118710,167778,27485,1661307,243993,5665,11058,280,25742,286,2683,1177474,495896,275396,2248,203454,311735,91.0,67.0
Rajasthan,Nagaur,27.07862016048146,74.14215667001012,112,3307743,4449,675712,4863,166489,568851,857031,3443938,1910801,1533137,513871,486057,388822,242053,147701,117444,14853,2833443,454487,1912,366,163,12940,276,4156,2088323,754143,463469,1808,675712,166489,95.0,53.0
Rajasthan,Pali,25.80490393541874,73.55285640766907,118,2037573,4043,512909,3317,139808,319250,523077,2199986,1216936,983050,293818,359329,271312,144581,71472,67021,9403,1870543,143476,1345,1540,141,18974,52,1502,1207983,467436,343384,18770,512909,139808,99.0,53.0
Rajasthan,Rajsamand,25.24894767441859,73.96570215946844,123,1156597,1989,304622,1821,61054,231297,319534,1218884,674367,544517,190090,190388,140839,72969,41063,34286,4732,1105676,33677,759,260,100,14966,68,1091,687165,275099,193668,665,304622,61054,99.0,54.0
Rajasthan,Sawai Madhopur,26.251081180223288,76.4219283891548,108,1335551,1887,282057,1900,71264,234266,343802,1346203,759711,586492,205450,172925,151108,87349,57625,70870,14384,1165505,155681,945,812,177,9991,42,2398,841697,309237,183234,1383,282057,71264,90.0,56.0
Rajasthan,Sikar,27.64644058641976,75.29317422839503,111,2677333,5647,527560,4033,178274,348650,657854,2827368,1859871,967497,369959,438872,367412,282595,200430,181282,19321,2342076,327583,1122,356,177,4050,15,1954,1672813,605002,381226,18292,527560,178274,95.0,62.0
Rajasthan,Sirohi,24.7976905263158,72.75309131578943,117,1036346,2146,238535,1621,69639,147633,272196,1074093,497001,577092,117971,147381,110385,58213,30724,27076,5251,996562,30479,1284,572,114,6829,56,450,649290,244401,142251,404,238535,69639,94.0,46.0
Rajasthan,Tonk,26.153935071707927,75.79192216427637,120,1421326,1908,298911,2145,81755,277313,371848,1478026,816124,661902,237191,190750,154825,91853,64431,67155,9919,1243527,153146,754,378,122,22458,30,911,880194,334006,205593,1533,298911,81755,95.0,53.0
Rajasthan,Udaipur,24.44076752136749,73.84029839743584,130,3068420,14211,665449,5101,182769,529944,835839,3064141,1535470,1528671,442946,386075,277392,164290,102085,142672,20010,2869976,104307,7406,4278,209,78647,373,3224,1876436,739287,451034,1663,665449,182769,96.0,52.0
Sikkim,East,27.29600352941175,88.74908392156858,93,1709346,80037,1086,7151,461132,92741,486951,1503976,1334283,169693,86484,219061,260094,267825,235187,246988,18644,1410852,178807,15792,53027,2643,46927,366,932,948963,497157,262124,1102,1086,461132,88.0,79.0
Tamil Nadu,Ariyalur,11.190514836795256,79.22249643916912,616,754894,1749,223955,1258,30322,147304,212547,766139,532701,233438,60697,134123,113437,96860,53934,57524,16126,708397,7942,37403,104,88,65,42,853,380484,216103,157771,536,223955,30322,101.0,64.0
Tamil Nadu,Chennai,13.058098905608748,80.28139151846806,603,4646732,217368,0,15742,1314125,447995,1369302,4061097,3642032,419065,167207,516445,720331,801050,464207,905515,67277,3751322,439270,358662,2851,2804,51708,1759,38356,2271657,1468902,899279,6894,0,1314125,99.0,81.0
Tamil Nadu,Coimbatore,10.871376995940452,77.07619012178621,632,3458045,63273,284795,13938,884957,484825,1083125,3024107,2504188,519919,220388,466745,523563,526165,273098,440520,53709,3044145,211035,190314,1112,435,3284,237,7483,1579517,1117221,757738,3569,284795,884957,100.0,76.0
Tamil Nadu,Cuddalore,11.57587300613498,79.63002365371497,617,2605914,15396,497429,5300,260780,420247,749633,2502878,1868837,634041,169844,412237,418769,386652,186394,227530,67411,2391675,123749,83334,401,236,1280,138,5101,1364411,764669,473617,3217,497429,260780,99.0,70.0
Tamil Nadu,Dharmapuri,12.300141200000006,78.11509813333339,630,1506843,3651,396819,2364,91107,305113,446057,1523923,1011099,512824,129778,240222,221194,177877,103367,112592,26069,1452956,38304,14089,164,39,37,87,1167,804186,434328,267536,793,396819,91107,95.0,61.0
Tamil Nadu,Dindigul,10.377801390820574,77.78011279554937,612,2159775,9155,443818,4682,269724,439686,665469,2075710,1595029,480681,207751,386421,372636,282628,153100,163050,29443,1879494,105012,169945,313,256,71,138,4546,1065734,647806,443528,2707,443818,269724,100.0,69.0
